,u,i,ts,label,idx
681,185,63,757745,0,682
682,41,168,757780,0,683
683,187,186,757850,0,684
684,63,155,757922,0,685
685,63,185,757961,0,686
686,103,58,758057,0,687
687,103,63,758112,0,688
688,187,186,758171,0,689
689,103,188,758375,0,690
690,189,175,758383,0,691
691,189,175,758434,0,692
692,140,185,758531,0,693
693,187,186,758534,0,694
694,185,109,758552,0,695
695,140,185,758852,0,696
696,189,8,759395,0,697
697,102,97,759398,0,698
698,140,185,759541,0,699
699,41,86,759680,0,700
700,41,188,759963,0,701
701,101,100,760680,0,702
702,101,190,761299,0,703
703,191,175,761317,0,704
704,101,190,761320,0,705
705,101,190,761350,0,706
706,101,190,761419,0,707
707,101,190,761441,0,708
708,103,192,761492,0,709
709,101,190,761553,0,710
710,101,190,761594,0,711
711,101,190,761607,0,712
712,101,190,761658,0,713
713,101,190,761683,0,714
714,101,190,761694,0,715
715,101,190,761706,0,716
716,101,190,761712,0,717
717,193,149,761755,0,718
718,101,100,761765,0,719
719,193,190,761807,0,720
720,191,78,761842,0,721
721,101,190,761858,0,722
722,101,190,761866,0,723
723,190,109,761932,0,724
724,101,190,761953,0,725
725,193,190,761979,0,726
726,109,124,762269,0,727
727,103,109,762269,0,728
728,103,190,762354,0,729
729,103,109,762542,0,730
730,103,109,762631,0,731
731,41,192,763428,0,732
732,194,149,764568,0,733
733,194,195,765033,0,734
734,176,20,766798,0,735
735,176,61,766803,0,736
736,176,149,766819,0,737
737,176,120,766824,0,738
738,176,132,766829,0,739
739,176,86,766838,0,740
740,176,97,766862,0,741
741,176,72,766886,0,742
742,176,58,766890,0,743
743,176,8,766895,0,744
744,176,196,767098,0,745
745,176,197,767106,0,746
746,176,198,767110,0,747
747,176,199,767119,0,748
748,176,200,767123,0,749
749,176,190,767127,0,750
750,176,192,767132,0,751
751,176,201,767136,0,752
752,176,188,767140,0,753
753,176,202,767147,0,754
754,176,185,767152,0,755
755,176,203,767157,0,756
756,176,180,767170,0,757
757,176,181,767179,0,758
758,176,177,767184,0,759
759,176,184,767192,0,760
760,176,175,767199,0,761
761,176,166,767951,0,762
762,204,205,772752,0,763
763,204,104,772792,0,764
764,204,184,773075,0,765
765,189,144,773627,0,766
766,3,185,791623,0,767
767,3,32,792401,0,768
768,199,58,792526,0,769
769,63,185,792823,0,770
770,63,199,792984,0,771
771,63,184,793031,0,772
772,199,101,793314,0,773
773,194,199,794711,0,774
774,194,206,794805,0,775
775,194,207,794864,0,776
776,204,123,795066,0,777
777,121,191,795216,0,778
778,175,191,795243,0,779
779,204,129,795264,0,780
780,63,199,795313,0,781
781,101,184,795316,0,782
782,101,208,795419,0,783
783,63,46,795496,0,784
784,63,199,796557,0,785
785,101,88,797095,0,786
786,191,121,797798,0,787
787,191,175,797811,0,788
788,103,177,797900,0,789
789,199,20,798002,0,790
790,184,101,798061,0,791
791,103,132,798109,0,792
792,199,209,798360,0,793
793,101,184,798483,0,794
794,36,105,798845,0,795
795,103,210,798898,0,796
796,36,209,798990,0,797
797,184,101,799496,0,798
798,209,199,799621,0,799
799,199,209,799839,0,800
800,199,210,800002,0,801
801,101,184,800336,0,802
802,184,101,801732,0,803
803,176,101,803176,0,804
804,68,101,803579,0,805
805,32,198,804379,0,806
806,211,101,805797,0,807
807,212,209,805805,0,808
808,211,213,806041,0,809
809,211,93,806064,0,810
810,211,85,806111,0,811
811,189,199,806437,0,812
812,214,215,807308,0,813
813,103,109,807348,0,814
814,103,215,807391,0,815
815,103,82,807412,0,816
816,44,214,807432,0,817
817,103,215,807608,0,818
818,63,199,807610,0,819
819,63,199,807647,0,820
820,103,215,807757,0,821
821,103,215,807782,0,822
822,103,168,807867,0,823
823,214,109,807882,0,824
824,215,67,807942,0,825
825,103,215,807971,0,826
826,214,215,807978,0,827
827,41,215,807983,0,828
828,41,216,808004,0,829
829,103,127,808081,0,830
830,215,62,808246,0,831
831,214,109,808344,0,832
832,176,217,808456,0,833
833,176,216,808478,0,834
834,176,218,808637,0,835
835,103,109,808805,0,836
836,219,124,809088,0,837
837,19,109,809215,0,838
838,63,127,809623,0,839
839,88,101,809752,0,840
840,103,168,809934,0,841
841,103,56,810121,0,842
842,63,127,810232,0,843
843,103,56,810270,0,844
844,214,56,810272,0,845
845,214,56,810321,0,846
846,63,127,810473,0,847
847,51,215,810644,0,848
848,19,175,810921,0,849
849,19,109,810949,0,850
850,44,214,810988,0,851
851,215,51,811066,0,852
852,44,214,811250,0,853
853,19,215,811379,0,854
854,19,215,811421,0,855
855,103,175,811839,0,856
856,44,214,811859,0,857
857,19,215,812219,0,858
858,103,175,812255,0,859
859,214,175,812268,0,860
860,51,215,812367,0,861
861,19,215,812391,0,862
862,214,215,812446,0,863
863,215,51,812494,0,864
864,19,215,812599,0,865
865,96,95,812795,0,866
866,96,32,812882,0,867
867,19,215,812883,0,868
868,96,164,812909,0,869
869,103,215,812936,0,870
870,103,215,813103,0,871
871,19,215,813189,0,872
872,144,185,813358,0,873
873,103,168,813464,0,874
874,220,214,813465,0,875
875,220,32,813566,0,876
876,19,215,813578,0,877
877,144,32,813676,0,878
878,103,175,813892,0,879
879,103,175,813983,0,880
880,175,214,814000,0,881
881,103,175,814066,0,882
882,103,175,814181,0,883
883,103,175,814375,0,884
884,176,221,814741,0,885
885,103,98,815256,0,886
886,3,32,815847,0,887
887,222,120,815905,0,888
888,41,222,815931,0,889
889,41,222,816455,0,890
890,41,223,816948,0,891
891,214,175,817124,0,892
892,41,97,817288,0,893
893,41,134,817435,0,894
894,51,215,817504,0,895
895,36,222,817566,0,896
896,36,221,817628,0,897
897,212,66,817818,0,898
898,96,224,818098,0,899
899,175,214,818510,0,900
900,214,175,818560,0,901
901,225,223,818891,0,902
902,36,221,818924,0,903
903,36,214,818964,0,904
904,176,223,818987,0,905
905,176,226,819000,0,906
906,221,161,819018,0,907
907,36,221,819033,0,908
908,44,226,819278,0,909
909,221,161,819418,0,910
910,36,221,819539,0,911
911,221,161,819793,0,912
912,56,214,819973,0,913
913,221,161,819979,0,914
914,221,161,820160,0,915
915,221,161,820460,0,916
916,161,221,820778,0,917
917,36,221,820919,0,918
918,36,214,820987,0,919
919,221,161,821297,0,920
920,204,221,821689,0,921
921,227,26,821820,0,922
922,211,228,822533,0,923
923,214,101,823206,0,924
924,229,230,824015,0,925
925,220,214,824150,0,926
926,96,231,824399,0,927
927,96,232,824460,0,928
928,103,221,824534,0,929
929,103,20,824855,0,930
930,103,86,824917,0,931
931,220,214,825039,0,932
932,220,214,825287,0,933
933,103,66,825440,0,934
934,212,66,825857,0,935
935,124,109,826030,0,936
936,103,185,826346,0,937
937,212,6,826571,0,938
938,103,185,826701,0,939
939,103,8,826913,0,940
940,63,202,826987,0,941
941,63,185,827025,0,942
942,103,93,827360,0,943
943,63,185,827372,0,944
944,9,233,829351,0,945
945,103,233,829420,0,946
946,9,97,829666,0,947
947,9,190,829775,0,948
948,166,234,831255,0,949
949,69,34,831363,0,950
950,69,34,831397,0,951
951,235,191,831431,0,952
952,69,185,831662,0,953
953,41,166,832900,0,954
954,41,32,832963,0,955
955,3,32,833722,0,956
956,3,132,833842,0,957
957,1,30,834204,0,958
958,41,32,834693,0,959
959,41,173,834705,0,960
960,103,166,835478,0,961
961,63,127,836156,0,962
962,63,199,836475,0,963
963,103,166,836783,0,964
964,63,92,837112,0,965
965,97,228,837644,0,966
966,97,228,837644,0,967
967,103,58,839574,0,968
968,191,136,840247,0,969
969,32,58,840699,0,970
970,131,30,841542,0,971
971,191,236,841567,0,972
972,32,237,841748,0,973
973,9,235,841850,0,974
974,101,34,841895,0,975
975,237,32,841916,0,976
976,97,191,841932,0,977
977,48,81,842001,0,978
978,48,81,842006,0,979
979,175,214,842309,0,980
980,176,233,842545,0,981
981,9,101,842559,0,982
982,48,52,842848,0,983
983,48,52,842852,0,984
984,48,175,842874,0,985
985,52,48,842923,0,986
986,48,52,843010,0,987
987,9,177,843229,0,988
988,97,191,843271,0,989
989,9,175,843283,0,990
990,52,48,843283,0,991
991,175,48,843372,0,992
992,96,48,843518,0,993
993,41,32,843550,0,994
994,9,175,843609,0,995
995,41,174,843689,0,996
996,9,175,843986,0,997
997,48,175,844526,0,998
998,12,175,844538,0,999
999,48,52,844618,0,1000
1000,175,48,844676,0,1001
1001,48,175,844700,0,1002
1002,12,175,844704,0,1003
1003,12,168,844741,0,1004
1004,12,175,844766,0,1005
1005,52,48,844799,0,1006
1006,175,48,844803,0,1007
1007,48,52,844852,0,1008
1008,12,81,844863,0,1009
1009,12,175,844890,0,1010
1010,48,175,844911,0,1011
1011,175,48,845034,0,1012
1012,12,175,845069,0,1013
1013,48,175,845091,0,1014
1014,12,175,845093,0,1015
1015,52,48,845122,0,1016
1016,48,52,845196,0,1017
1017,12,175,845211,0,1018
1018,175,48,845275,0,1019
1019,52,48,845292,0,1020
1020,12,175,845355,0,1021
1021,48,52,845375,0,1022
1022,12,175,845390,0,1023
1023,48,175,845407,0,1024
1024,12,175,845460,0,1025
1025,175,48,845489,0,1026
1026,52,48,845508,0,1027
1027,12,175,845583,0,1028
1028,12,175,845626,0,1029
1029,12,175,845649,0,1030
1030,220,214,845682,0,1031
1031,12,175,845714,0,1032
1032,88,220,845727,0,1033
1033,48,175,845779,0,1034
1034,48,52,845797,0,1035
1035,12,175,845874,0,1036
1036,175,48,845896,0,1037
1037,52,48,845897,0,1038
1038,9,175,845946,0,1039
1039,48,175,845991,0,1040
1040,12,175,846010,0,1041
1041,12,175,846088,0,1042
1042,175,48,846095,0,1043
1043,12,175,846166,0,1044
1044,9,175,846176,0,1045
1045,48,175,846250,0,1046
1046,12,175,846251,0,1047
1047,48,52,846271,0,1048
1048,9,175,846308,0,1049
1049,175,48,846346,0,1050
1050,9,209,846346,0,1051
1051,12,175,846358,0,1052
1052,48,175,846457,0,1053
1053,103,66,846482,0,1054
1054,103,52,846571,0,1055
1055,12,175,846588,0,1056
1056,103,66,846606,0,1057
1057,175,48,846618,0,1058
1058,52,48,846642,0,1059
1059,103,66,846710,0,1060
1060,12,175,846717,0,1061
1061,12,175,846738,0,1062
1062,48,52,846866,0,1063
1063,48,175,846912,0,1064
